code;term;term_abbrevation;description;is_preferred;is_axis;is_mainclass;relation;association_kind;association_type;association_type_reverse;crossmapping_csv_id;translation_en;metadata_code
B-d21;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-d2;2;is part of;is parent of;;calcification, unspecified;d21
B-d22;Mikro-Kalzifikation;;;1;0;0;B-d2;2;is part of;is parent of;;micro-calcification;d22
B-d23;Makro-Kalzifikation;;;1;0;0;B-d2;2;is part of;is parent of;;macro-calcification;d23
B-d24;Tumor, glatt;;;1;0;0;B-d2;2;is part of;is parent of;;circumscribed mass;d24
B-d25;Tumor, strahlig;;;1;0;0;B-d2;2;is part of;is parent of;;spiculated mass;d25
B-d26;Tumor, sonstig;;;1;0;0;B-d2;2;is part of;is parent of;;other mass;d26
B-d27;sonstige Strukturstörung;;;1;0;0;B-d2;2;is part of;is parent of;;archictectural distortion;d27
B-d28;Asymetrie;;;1;0;0;B-d2;2;is part of;is parent of;;asymetry;d28
B-d3;BI-RADS 3: wahrscheinlich gutartig;;;1;0;0;B-d;2;is part of;is parent of;;BI-RADS 3: probably benign;d3
B-d30;nicht näher spezifiziert;;;1;0;0;B-d3;2;is part of;is parent of;;unspecified;d30
B-d31;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-d3;2;is part of;is parent of;;calcification, unspecified;d31
B-d32;Mikro-Kalzifikation;;;1;0;0;B-d3;2;is part of;is parent of;;micro-calcification;d32
B-d33;Makro-Kalzifikation;;;1;0;0;B-d3;2;is part of;is parent of;;macro-calcification;d33
B-d34;Tumor, glatt;;;1;0;0;B-d3;2;is part of;is parent of;;circumscribed mass;d34
B-d35;Tumor, strahlig;;;1;0;0;B-d3;2;is part of;is parent of;;spiculated mass;d35
B-d36;Tumor, sonstig;;;1;0;0;B-d3;2;is part of;is parent of;;other mass;d36
B-d37;sonstige Strukturstörung;;;1;0;0;B-d3;2;is part of;is parent of;;archictectural distortion;d37
B-d38;Asymetrie;;;1;0;0;B-d3;2;is part of;is parent of;;asymetry;d38
B-d4;BI-RADS 4: wahrscheinlich bösartig;;;1;0;0;B-d;2;is part of;is parent of;;BI-RADS 4: suspiciously abnormal;d4
B-d40;nicht näher spezifiziert;;;1;0;0;B-d4;2;is part of;is parent of;;unspecified;d40
B-d41;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-d4;2;is part of;is parent of;;calcification, unspecified;d41
B-d42;Mikro-Kalzifikation;;;1;0;0;B-d4;2;is part of;is parent of;;micro-calcification;d42
B-d43;Makro-Kalzifikation;;;1;0;0;B-d4;2;is part of;is parent of;;macro-calcification;d43
B-d44;Tumor, glatt;;;1;0;0;B-d4;2;is part of;is parent of;;circumscribed mass;d44
B-d45;Tumor, strahlig;;;1;0;0;B-d4;2;is part of;is parent of;;spiculated mass;d45
B-d46;Tumor, sonstig;;;1;0;0;B-d4;2;is part of;is parent of;;other mass;d46
B-d47;sonstige Strukturstörung;;;1;0;0;B-d4;2;is part of;is parent of;;archictectural distortion;d47
B-d48;Asymetrie;;;1;0;0;B-d4;2;is part of;is parent of;;asymetry;d48
B-d5;BI-RADS 5: bösartig;;;1;0;0;B-d;2;is part of;is parent of;;BI-RADS 5: malignant;d5
B-d50;nicht näher spezifiziert;;;1;0;0;B-d5;2;is part of;is parent of;;unspecified;d50
B-d51;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-d5;2;is part of;is parent of;;calcification, unspecified;d51
B-d52;Mikro-Kalzifikation;;;1;0;0;B-d5;2;is part of;is parent of;;micro-calcification;d52
B-d53;Makro-Kalzifikation;;;1;0;0;B-d5;2;is part of;is parent of;;macro-calcification;d53
B-d54;Tumor, glatt;;;1;0;0;B-d5;2;is part of;is parent of;;circumscribed mass;d54
B-d55;Tumor, strahlig;;;1;0;0;B-d5;2;is part of;is parent of;;spiculated mass;d55
B-d56;Tumor, sonstig;;;1;0;0;B-d5;2;is part of;is parent of;;other mass;d56
B-d57;sonstige Strukturstörung;;;1;0;0;B-d5;2;is part of;is parent of;;archictectural distortion;d57
B-d58;Asymetrie;;;1;0;0;B-d5;2;is part of;is parent of;;asymetry;d58
B-e;ACR-2: Fibroglanduläres Mamasystem;;;1;0;0;B;2;is part of;is parent of;;ACR-2: fibroid glands system;e
B-e0;BI-RADS 0: nicht näher spezifiziert;;;1;0;0;B-e;2;is part of;is parent of;;BI-RADS 0: unspecified;e0
B-e1;BI-RADS 1: normal;;;1;0;0;B-e;2;is part of;is parent of;;BI-RADS 1: normal;e1
B-e10;nicht näher spezifiziert;;;1;0;0;B-e1;2;is part of;is parent of;;unspecified;e10
B-e2;BI-RADS 2: gutartig;;;1;0;0;B-e;2;is part of;is parent of;;BI-RADS 2: benign;e2
B-e20;nicht näher spezifiziert;;;1;0;0;B-e2;2;is part of;is parent of;;unspecified;e20
B-e21;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-e2;2;is part of;is parent of;;calcification, unspecified;e21
B-e22;Mikro-Kalzifikation;;;1;0;0;B-e2;2;is part of;is parent of;;micro-calcification;e22
B-e23;Makro-Kalzifikation;;;1;0;0;B-e2;2;is part of;is parent of;;macro-calcification;e23
B-e24;Tumor, glatt;;;1;0;0;B-e2;2;is part of;is parent of;;circumscribed mass;e24
B-e25;Tumor, strahlig;;;1;0;0;B-e2;2;is part of;is parent of;;spiculated mass;e25
B-e26;Tumor, sonstig;;;1;0;0;B-e2;2;is part of;is parent of;;other mass;e26
B-e27;sonstige Strukturstörung;;;1;0;0;B-e2;2;is part of;is parent of;;archictectural distortion;e27
B-e28;Asymetrie;;;1;0;0;B-e2;2;is part of;is parent of;;asymetry;e28
B-e3;BI-RADS 3: wahrscheinlich gutartig;;;1;0;0;B-e;2;is part of;is parent of;;BI-RADS 3: probably benign;e3
B-e30;nicht näher spezifiziert;;;1;0;0;B-e3;2;is part of;is parent of;;unspecified;e30
B-e31;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-e3;2;is part of;is parent of;;calcification, unspecified;e31
B-e32;Mikro-Kalzifikation;;;1;0;0;B-e3;2;is part of;is parent of;;micro-calcification;e32
B-e33;Makro-Kalzifikation;;;1;0;0;B-e3;2;is part of;is parent of;;macro-calcification;e33
B-e34;Tumor, glatt;;;1;0;0;B-e3;2;is part of;is parent of;;circumscribed mass;e34
B-e35;Tumor, strahlig;;;1;0;0;B-e3;2;is part of;is parent of;;spiculated mass;e35
B-e36;Tumor, sonstig;;;1;0;0;B-e3;2;is part of;is parent of;;other mass;e36
B-e37;sonstige Strukturstörung;;;1;0;0;B-e3;2;is part of;is parent of;;archictectural distortion;e37
B-e38;Asymetrie;;;1;0;0;B-e3;2;is part of;is parent of;;asymetry;e38
B-e4;BI-RADS 4: wahrscheinlich bösartig;;;1;0;0;B-e;2;is part of;is parent of;;BI-RADS 4: suspiciously abnormal;e4
B-e40;nicht näher spezifiziert;;;1;0;0;B-e4;2;is part of;is parent of;;unspecified;e40
B-e41;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-e4;2;is part of;is parent of;;calcification, unspecified;e41
B-e42;Mikro-Kalzifikation;;;1;0;0;B-e4;2;is part of;is parent of;;micro-calcification;e42
B-e43;Makro-Kalzifikation;;;1;0;0;B-e4;2;is part of;is parent of;;macro-calcification;e43
B-e44;Tumor, glatt;;;1;0;0;B-e4;2;is part of;is parent of;;circumscribed mass;e44
B-e45;Tumor, strahlig;;;1;0;0;B-e4;2;is part of;is parent of;;spiculated mass;e45
B-e46;Tumor, sonstig;;;1;0;0;B-e4;2;is part of;is parent of;;other mass;e46
B-e47;sonstige Strukturstörung;;;1;0;0;B-e4;2;is part of;is parent of;;archictectural distortion;e47
B-e48;Asymetrie;;;1;0;0;B-e4;2;is part of;is parent of;;asymetry;e48
B-e5;BI-RADS 5: bösartig;;;1;0;0;B-e;2;is part of;is parent of;;BI-RADS 5: malignant;e5
B-e50;nicht näher spezifiziert;;;1;0;0;B-e5;2;is part of;is parent of;;unspecified;e50
B-e51;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-e5;2;is part of;is parent of;;calcification, unspecified;e51
B-e52;Mikro-Kalzifikation;;;1;0;0;B-e5;2;is part of;is parent of;;micro-calcification;e52
B-e53;Makro-Kalzifikation;;;1;0;0;B-e5;2;is part of;is parent of;;macro-calcification;e53
B-e54;Tumor, glatt;;;1;0;0;B-e5;2;is part of;is parent of;;circumscribed mass;e54
B-e55;Tumor, strahlig;;;1;0;0;B-e5;2;is part of;is parent of;;spiculated mass;e55
B-e56;Tumor, sonstig;;;1;0;0;B-e5;2;is part of;is parent of;;other mass;e56
B-e57;sonstige Strukturstörung;;;1;0;0;B-e5;2;is part of;is parent of;;archictectural distortion;e57
B-e58;Asymetrie;;;1;0;0;B-e5;2;is part of;is parent of;;asymetry;e58
B-f;ACR-3: Heterogen dichtes Mamasystem;;;1;0;0;B;2;is part of;is parent of;;ACR-3: heterogeneously dense system;f
B-f0;BI-RADS 0: nicht näher spezifiziert;;;1;0;0;B-f;2;is part of;is parent of;;BI-RADS 0: unspecified;f0
B-f1;BI-RADS 1: normal;;;1;0;0;B-f;2;is part of;is parent of;;BI-RADS 1: normal;f1
B-f10;nicht näher spezifiziert;;;1;0;0;B-f1;2;is part of;is parent of;;unspecified;f10
B-f2;BI-RADS 2: gutartig;;;1;0;0;B-f;2;is part of;is parent of;;BI-RADS 2: benign;f2
B-f20;nicht näher spezifiziert;;;1;0;0;B-f2;2;is part of;is parent of;;unspecified;f20
B-f21;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-f2;2;is part of;is parent of;;calcification, unspecified;f21
B-f22;Mikro-Kalzifikation;;;1;0;0;B-f2;2;is part of;is parent of;;micro-calcification;f22
B-f23;Makro-Kalzifikation;;;1;0;0;B-f2;2;is part of;is parent of;;macro-calcification;f23
B-f24;Tumor, glatt;;;1;0;0;B-f2;2;is part of;is parent of;;circumscribed mass;f24
B-f25;Tumor, strahlig;;;1;0;0;B-f2;2;is part of;is parent of;;spiculated mass;f25
B-f26;Tumor, sonstig;;;1;0;0;B-f2;2;is part of;is parent of;;other mass;f26
B-f27;sonstige Strukturstörung;;;1;0;0;B-f2;2;is part of;is parent of;;archictectural distortion;f27
B-f28;Asymetrie;;;1;0;0;B-f2;2;is part of;is parent of;;asymetry;f28
B-f3;BI-RADS 3: wahrscheinlich gutartig;;;1;0;0;B-f;2;is part of;is parent of;;BI-RADS 3: probably benign;f3
B-f30;nicht näher spezifiziert;;;1;0;0;B-f3;2;is part of;is parent of;;unspecified;f30
B-f31;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-f3;2;is part of;is parent of;;calcification, unspecified;f31
B-f32;Mikro-Kalzifikation;;;1;0;0;B-f3;2;is part of;is parent of;;micro-calcification;f32
B-f33;Makro-Kalzifikation;;;1;0;0;B-f3;2;is part of;is parent of;;macro-calcification;f33
B-f34;Tumor, glatt;;;1;0;0;B-f3;2;is part of;is parent of;;circumscribed mass;f34
B-f35;Tumor, strahlig;;;1;0;0;B-f3;2;is part of;is parent of;;spiculated mass;f35
B-f36;Tumor, sonstig;;;1;0;0;B-f3;2;is part of;is parent of;;other mass;f36
B-f37;sonstige Strukturstörung;;;1;0;0;B-f3;2;is part of;is parent of;;archictectural distortion;f37
B-f38;Asymetrie;;;1;0;0;B-f3;2;is part of;is parent of;;asymetry;f38
B-f4;BI-RADS 4: wahrscheinlich bösartig;;;1;0;0;B-f;2;is part of;is parent of;;BI-RADS 4: suspiciously abnormal;f4
B-f40;nicht näher spezifiziert;;;1;0;0;B-f4;2;is part of;is parent of;;unspecified;f40
B-f41;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-f4;2;is part of;is parent of;;calcification, unspecified;f41
B-f42;Mikro-Kalzifikation;;;1;0;0;B-f4;2;is part of;is parent of;;micro-calcification;f42
B-f43;Makro-Kalzifikation;;;1;0;0;B-f4;2;is part of;is parent of;;macro-calcification;f43
B-f44;Tumor, glatt;;;1;0;0;B-f4;2;is part of;is parent of;;circumscribed mass;f44
B-f45;Tumor, strahlig;;;1;0;0;B-f4;2;is part of;is parent of;;spiculated mass;f45
B-f46;Tumor, sonstig;;;1;0;0;B-f4;2;is part of;is parent of;;other mass;f46
B-f47;sonstige Strukturstörung;;;1;0;0;B-f4;2;is part of;is parent of;;archictectural distortion;f47
B-f48;Asymetrie;;;1;0;0;B-f4;2;is part of;is parent of;;asymetry;f48
B-f5;BI-RADS 5: bösartig;;;1;0;0;B-f;2;is part of;is parent of;;BI-RADS 5: malignant;f5
B-f50;nicht näher spezifiziert;;;1;0;0;B-f5;2;is part of;is parent of;;unspecified;f50
B-f51;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-f5;2;is part of;is parent of;;calcification, unspecified;f51
B-f52;Mikro-Kalzifikation;;;1;0;0;B-f5;2;is part of;is parent of;;micro-calcification;f52
B-f53;Makro-Kalzifikation;;;1;0;0;B-f5;2;is part of;is parent of;;macro-calcification;f53
B-f54;Tumor, glatt;;;1;0;0;B-f5;2;is part of;is parent of;;circumscribed mass;f54
B-f55;Tumor, strahlig;;;1;0;0;B-f5;2;is part of;is parent of;;spiculated mass;f55
B-f56;Tumor, sonstig;;;1;0;0;B-f5;2;is part of;is parent of;;other mass;f56
B-f57;sonstige Strukturstörung;;;1;0;0;B-f5;2;is part of;is parent of;;archictectural distortion;f57
B-f58;Asymetrie;;;1;0;0;B-f5;2;is part of;is parent of;;asymetry;f58
B-g;ACR-4: Extrem dichtes Mamasystem;;;1;0;0;B;2;is part of;is parent of;;ACR-4: extremely dense system;g
B-g0;BI-RADS 0: nicht näher spezifiziert;;;1;0;0;B-g;2;is part of;is parent of;;BI-RADS 0: unspecified;g0
B-g1;BI-RADS 1: normal;;;1;0;0;B-g;2;is part of;is parent of;;BI-RADS 1: normal;g1
B-g10;nicht näher spezifiziert;;;1;0;0;B-g1;2;is part of;is parent of;;unspecified;g10
B-g2;BI-RADS 2: gutartig;;;1;0;0;B-g;2;is part of;is parent of;;BIRAD 2: benign;g2
B-g20;nicht näher spezifiziert;;;1;0;0;B-g2;2;is part of;is parent of;;unspecified;g20
B-g21;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-g2;2;is part of;is parent of;;calcification, unspecified;g21
B-g22;Mikro-Kalzifikation;;;1;0;0;B-g2;2;is part of;is parent of;;micro-calcification;g22
B-g23;Makro-Kalzifikation;;;1;0;0;B-g2;2;is part of;is parent of;;macro-calcification;g23
B-g24;Tumor, glatt;;;1;0;0;B-g2;2;is part of;is parent of;;circumscribed mass;g24
B-g25;Tumor, strahlig;;;1;0;0;B-g2;2;is part of;is parent of;;spiculated mass;g25
B-g26;Tumor, sonstig;;;1;0;0;B-g2;2;is part of;is parent of;;other mass;g26
B-g27;sonstige Strukturstörung;;;1;0;0;B-g2;2;is part of;is parent of;;archictectural distortion;g27
B-g28;Asymetrie;;;1;0;0;B-g2;2;is part of;is parent of;;asymetry;g28
B-g3;BI-RADS 3: wahrscheinlich gutartig;;;1;0;0;B-g;2;is part of;is parent of;;BI-RADS 3: probably benign;g3
B-g30;nicht näher spezifiziert;;;1;0;0;B-g3;2;is part of;is parent of;;unspecified;g30
B-g31;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-g3;2;is part of;is parent of;;calcification, unspecified;g31
B-g32;Mikro-Kalzifikation;;;1;0;0;B-g3;2;is part of;is parent of;;micro-calcification;g32
B-g33;Makro-Kalzifikation;;;1;0;0;B-g3;2;is part of;is parent of;;macro-calcification;g33
B-g34;Tumor, glatt;;;1;0;0;B-g3;2;is part of;is parent of;;circumscribed mass;g34
B-g35;Tumor, strahlig;;;1;0;0;B-g3;2;is part of;is parent of;;spiculated mass;g35
B-g36;Tumor, sonstig;;;1;0;0;B-g3;2;is part of;is parent of;;other mass;g36
B-g37;sonstige Strukturstörung;;;1;0;0;B-g3;2;is part of;is parent of;;archictectural distortion;g37
B-g38;Asymetrie;;;1;0;0;B-g3;2;is part of;is parent of;;asymetry;g38
B-g4;BI-RADS 4: wahrscheinlich bösartig;;;1;0;0;B-g;2;is part of;is parent of;;BI-RADS 4: suspiciously abnormal;g4
B-g40;nicht näher spezifiziert;;;1;0;0;B-g4;2;is part of;is parent of;;unspecified;g40
B-g41;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-g4;2;is part of;is parent of;;calcification, unspecified;g41
B-g42;Mikro-Kalzifikation;;;1;0;0;B-g4;2;is part of;is parent of;;micro-calcification;g42
B-g43;Makro-Kalzifikation;;;1;0;0;B-g4;2;is part of;is parent of;;macro-calcification;g43
B-g44;Tumor, glatt;;;1;0;0;B-g4;2;is part of;is parent of;;circumscribed mass;g44
B-g45;Tumor, strahlig;;;1;0;0;B-g4;2;is part of;is parent of;;spiculated mass;g45
B-g46;Tumor, sonstig;;;1;0;0;B-g4;2;is part of;is parent of;;other mass;g46
B-g47;sonstige Strukturstörung;;;1;0;0;B-g4;2;is part of;is parent of;;archictectural distortion;g47
B-g48;Asymetrie;;;1;0;0;B-g4;2;is part of;is parent of;;asymetry;g48
B-g5;BI-RADS 5: bösartig;;;1;0;0;B-g;2;is part of;is parent of;;BI-RADS 5: malignant;g5
B-g50;nicht näher spezifiziert;;;1;0;0;B-g5;2;is part of;is parent of;;unspecified;g50
B-g51;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-g5;2;is part of;is parent of;;calcification, unspecified;g51
B-g52;Mikro-Kalzifikation;;;1;0;0;B-g5;2;is part of;is parent of;;micro-calcification;g52
B-g53;Makro-Kalzifikation;;;1;0;0;B-g5;2;is part of;is parent of;;macro-calcification;g53
B-g54;Tumor, glatt;;;1;0;0;B-g5;2;is part of;is parent of;;circumscribed mass;g54
B-g55;Tumor, strahlig;;;1;0;0;B-g5;2;is part of;is parent of;;spiculated mass;g55
B-g56;Tumor, sonstig;;;1;0;0;B-g5;2;is part of;is parent of;;other mass;g56
B-g57;sonstige Strukturstörung;;;1;0;0;B-g5;2;is part of;is parent of;;archictectural distortion;g57
B-g58;Asymetrie;;;1;0;0;B-g5;2;is part of;is parent of;;asymetry;g58
B-h;ACR-3/4: Dichtes Mamasystem;;;1;0;0;B;2;is part of;is parent of;;ACR-3/4: dense system;h
B-h0;BI-RADS 0: nicht näher spezifiziert;;;1;0;0;B-h;2;is part of;is parent of;;BI-RADS 0: unspecified;h0
B-h1;BI-RADS 1: normal;;;1;0;0;B-h;2;is part of;is parent of;;BI-RADS 1: normal;h1
B-h10;nicht näher spezifiziert;;;1;0;0;B-h1;2;is part of;is parent of;;unspecified;h10
B-h2;BI-RADS 2: gutartig;;;1;0;0;B-h;2;is part of;is parent of;;BI-RADS 2: benign;h2
B-h20;nicht näher spezifiziert;;;1;0;0;B-h2;2;is part of;is parent of;;unspecified;h20
B-h21;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-h2;2;is part of;is parent of;;calcification, unspecified;h21
B-h22;Mikro-Kalzifikation;;;1;0;0;B-h2;2;is part of;is parent of;;micro-calcification;h22
B-h23;Makro-Kalzifikation;;;1;0;0;B-h2;2;is part of;is parent of;;macro-calcification;h23
B-h24;Tumor, glatt;;;1;0;0;B-h2;2;is part of;is parent of;;circumscribed mass;h24
B-h25;Tumor, strahlig;;;1;0;0;B-h2;2;is part of;is parent of;;spiculated mass;h25
B-h26;Tumor, sonstig;;;1;0;0;B-h2;2;is part of;is parent of;;other mass;h26
B-h27;sonstige Strukturstörung;;;1;0;0;B-h2;2;is part of;is parent of;;archictectural distortion;h27
B-h28;Asymetrie;;;1;0;0;B-h2;2;is part of;is parent of;;asymetry;h28
B-h3;BI-RADS 3: wahrscheinlich gutartig;;;1;0;0;B-h;2;is part of;is parent of;;BI-RADS 3: probably benign;h3
B-h30;nicht näher spezifiziert;;;1;0;0;B-h3;2;is part of;is parent of;;unspecified;h30
B-h31;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-h3;2;is part of;is parent of;;calcification, unspecified;h31
B-h32;Mikro-Kalzifikation;;;1;0;0;B-h3;2;is part of;is parent of;;micro-calcification;h32
B-h33;Makro-Kalzifikation;;;1;0;0;B-h3;2;is part of;is parent of;;macro-calcification;h33
B-h34;Tumor, glatt;;;1;0;0;B-h3;2;is part of;is parent of;;circumscribed mass;h34
B-h35;Tumor, strahlig;;;1;0;0;B-h3;2;is part of;is parent of;;spiculated mass;h35
B-h36;Tumor, sonstig;;;1;0;0;B-h3;2;is part of;is parent of;;other mass;h36
B-h37;sonstige Strukturstörung;;;1;0;0;B-h3;2;is part of;is parent of;;archictectural distortion;h37
B-h38;Asymetrie;;;1;0;0;B-h3;2;is part of;is parent of;;asymetry;h38
B-h4;BI-RADS 4: wahrscheinlich bösartig;;;1;0;0;B-h;2;is part of;is parent of;;BI-RADS 4: suspiciously abnormal;h4
B-h40;nicht näher spezifiziert;;;1;0;0;B-h4;2;is part of;is parent of;;unspecified;h40
B-h41;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-h4;2;is part of;is parent of;;calcification, unspecified;h41
B-h42;Mikro-Kalzifikation;;;1;0;0;B-h4;2;is part of;is parent of;;micro-calcification;h42
B-h43;Makro-Kalzifikation;;;1;0;0;B-h4;2;is part of;is parent of;;macro-calcification;h43
B-h44;Tumor, glatt;;;1;0;0;B-h4;2;is part of;is parent of;;circumscribed mass;h44
B-h45;Tumor, strahlig;;;1;0;0;B-h4;2;is part of;is parent of;;spiculated mass;h45
B-h46;Tumor, sonstig;;;1;0;0;B-h4;2;is part of;is parent of;;other mass;h46
B-h47;sonstige Strukturstörung;;;1;0;0;B-h4;2;is part of;is parent of;;archictectural distortion;h47
B-h48;Asymetrie;;;1;0;0;B-h4;2;is part of;is parent of;;asymetry;h48
B-h5;BI-RADS 5: bösartig;;;1;0;0;B-h;2;is part of;is parent of;;BI-RADS 5: malignant;h5
B-h50;nicht näher spezifiziert;;;1;0;0;B-h5;2;is part of;is parent of;;unspecified;h50
B-h51;Kalzifikation, nicht näher spezifiziert;;;1;0;0;B-h5;2;is part of;is parent of;;calcification, unspecified;h51
B-h52;Mikro-Kalzifikation;;;1;0;0;B-h5;2;is part of;is parent of;;micro-calcification;h52
B-h53;Makro-Kalzifikation;;;1;0;0;B-h5;2;is part of;is parent of;;macro-calcification;h53
B-h54;Tumor, glatt;;;1;0;0;B-h5;2;is part of;is parent of;;circumscribed mass;h54
B-h55;Tumor, strahlig;;;1;0;0;B-h5;2;is part of;is parent of;;spiculated mass;h55
B-h56;Tumor, sonstig;;;1;0;0;B-h5;2;is part of;is parent of;;other mass;h56
B-h57;sonstige Strukturstörung;;;1;0;0;B-h5;2;is part of;is parent of;;archictectural distortion;h57
B-h58;Asymetrie;;;1;0;0;B-h5;2;is part of;is parent of;;asymetry;h58
